"","Name","ID","Description","Gene Width","Sum of Exon Widths","Number of Exons","Class","InterPro Accession"
"ENSG00000082701.17","GSK3B","ENSG00000082701.17","glycogen synthase kinase 3 beta",273674,58185,239,"protein_coding","IPR000719"
"ENSG00000175697.11","GPR156","ENSG00000175697.11","G protein-coupled receptor 156",120578,12691,26,"protein_coding",""
"ENSG00000163428.4","LRRC58","ENSG00000163428.4","leucine rich repeat containing 58",24846,7918,4,"protein_coding","IPR001611"
"ENSG00000163430.13","FSTL1","ENSG00000163430.13","follistatin like 1",58724,23344,66,"protein_coding","IPR002048"
"ENSG00000065518.8","NDUFB4","ENSG00000065518.8","NADH:ubiquinone oxidoreductase subunit B4",6180,4190,14,"protein_coding","IPR009866"
"ENSG00000113924.12","HGD","ENSG00000113924.12","homogentisate 1,2-dioxygenase",54098,6743,60,"protein_coding","IPR005708"
"ENSG00000144840.10","RABL3","ENSG00000144840.10","RAB, member of RAS oncogene family like 3",58056,17761,66,"protein_coding","IPR027417"
"ENSG00000153767.10","GTF2E1","ENSG00000153767.10","general transcription factor IIE subunit 1",40433,5164,16,"protein_coding","IPR017919"
"ENSG00000145087.14","STXBP5L","ENSG00000145087.14","syntaxin binding protein 5L",516690,38199,194,"protein_coding","IPR000664"
"ENSG00000051341.15","POLQ","ENSG00000051341.15","DNA polymerase theta",114558,10710,44,"protein_coding","IPR001098"
"ENSG00000186103.5","ARGFX","ENSG00000186103.5","arginine-fifty homeobox",22674,10017,9,"protein_coding","IPR001356"
"ENSG00000163833.8","FBXO40","ENSG00000163833.8","F-box protein 40",36917,5669,4,"protein_coding","IPR001293"
"ENSG00000180353.11","HCLS1","ENSG00000180353.11","hematopoietic cell-specific Lyn substrate 1",29529,12895,83,"protein_coding","IPR001452"
"ENSG00000173230.17","GOLGB1","ENSG00000173230.17","golgin B1",86768,344236,659,"protein_coding","IPR003106"
"ENSG00000173226.17","IQCB1","ENSG00000173226.17","IQ motif containing B1",65319,9611,63,"protein_coding","IPR000048"
"ENSG00000145088.9","EAF2","ENSG00000145088.9","ELL associated factor 2",51344,4184,26,"protein_coding",""
"ENSG00000163406.11","SLC15A2","ENSG00000163406.11","solute carrier family 15 member 2",49788,10391,65,"protein_coding","IPR000109"
"ENSG00000145103.15","ILDR1","ENSG00000145103.15","immunoglobulin like domain containing receptor 1",34925,10286,35,"protein_coding","IPR003599"
"ENSG00000114013.16","CD86","ENSG00000114013.16","CD86 molecule",65778,12565,46,"protein_coding","IPR003599"
"ENSG00000036828.17","CASR","ENSG00000036828.17","calcium sensing receptor",107962,26314,31,"protein_coding","IPR000068"
"ENSG00000121552.4","CSTA","ENSG00000121552.4","cystatin A",16722,1565,5,"protein_coding","IPR000010"
"ENSG00000160124.9","MIX23","ENSG00000160124.9","mitochondrial matrix import factor 23",23641,4159,29,"protein_coding","IPR019171"
"ENSG00000114023.16","FAM162A","ENSG00000114023.16","family with sequence similarity 162 member A",28174,41037,60,"protein_coding",""
"ENSG00000196981.4","WDR5B","ENSG00000196981.4","WD repeat domain 5B",4217,4217,1,"protein_coding","IPR001680"
"ENSG00000114030.13","KPNA1","ENSG00000114030.13","karyopherin subunit alpha 1",93044,20572,101,"protein_coding","IPR000225"
"ENSG00000138496.17","PARP9","ENSG00000138496.17","poly(ADP-ribose) polymerase family member 9",36654,24226,71,"protein_coding","IPR002589"
"ENSG00000163840.10","DTX3L","ENSG00000163840.10","deltex E3 ubiquitin ligase 3L",10866,6455,9,"protein_coding","IPR001841"
"ENSG00000173200.13","PARP15","ENSG00000173200.13","poly(ADP-ribose) polymerase family member 15",61420,14816,53,"protein_coding","IPR002589"
"ENSG00000173193.15","PARP14","ENSG00000173193.15","poly(ADP-ribose) polymerase family member 14",50002,28596,66,"protein_coding","IPR002589"
"ENSG00000169087.11","HSPBAP1","ENSG00000169087.11","HSPB1 associated protein 1",53833,8551,29,"protein_coding","IPR003347"
"ENSG00000138463.9","SLC49A4","ENSG00000138463.9","solute carrier family 49 member 4",86071,5144,17,"protein_coding","IPR011701"
"ENSG00000082684.16","SEMA5B","ENSG00000082684.16","semaphorin 5B",119524,44219,209,"protein_coding","IPR000884"
"ENSG00000065485.20","PDIA5","ENSG00000065485.20","protein disulfide isomerase family A member 5",158203,8573,64,"protein_coding",""
"ENSG00000121542.12","SEC22A","ENSG00000121542.12","SEC22 homolog A, vesicle trafficking protein",72210,13111,52,"protein_coding",""
"ENSG00000173175.16","ADCY5","ENSG00000173175.16","adenylate cyclase 5",166795,51149,251,"protein_coding","IPR001054"
"ENSG00000206527.10","HACD2","ENSG00000206527.10","3-hydroxyacyl-CoA dehydratase 2",94234,6221,20,"protein_coding","IPR007482"
"ENSG00000065534.20","MYLK","ENSG00000065534.20","myosin light chain kinase",274284,189222,733,"protein_coding",""
"ENSG00000175455.16","CCDC14","ENSG00000175455.16","coiled-coil domain containing 14",64104,46160,148,"protein_coding","IPR029343"
"ENSG00000065371.18","ROPN1","ENSG00000065371.18","rhophilin associated tail protein 1",23658,12882,47,"protein_coding","IPR047844"
"ENSG00000160145.16","KALRN","ENSG00000160145.16","kalirin RhoGEF kinase",692957,186027,855,"protein_coding","IPR000219"
"ENSG00000114491.14","UMPS","ENSG00000114491.14","uridine monophosphate synthetase",18841,21213,50,"protein_coding",""
"ENSG00000082781.12","ITGB5","ENSG00000082781.12","integrin subunit beta 5",139471,14554,70,"protein_coding","IPR002035"
"ENSG00000173702.7","MUC13","ENSG00000173702.7","mucin 13, cell surface associated",48378,4774,29,"protein_coding","IPR000082"
"ENSG00000173706.15","HEG1","ENSG00000173706.15","heart development protein with EGF like domains 1",90288,18293,42,"protein_coding","IPR000152"
"ENSG00000221955.11","SLC12A8","ENSG00000221955.11","solute carrier family 12 member 8",130229,23005,109,"protein_coding","IPR004841"
"ENSG00000163848.21","ZNF148","ENSG00000163848.21","zinc finger protein 148",149657,33703,86,"protein_coding","IPR013087"
"ENSG00000114520.11","SNX4","ENSG00000114520.11","sorting nexin 4",73553,5743,45,"protein_coding","IPR001683"
"ENSG00000144909.8","OSBPL11","ENSG00000144909.8","oxysterol binding protein like 11",66640,4598,13,"protein_coding","IPR000648"
"ENSG00000114547.10","ROPN1B","ENSG00000114547.10","rhophilin associated tail protein 1B",14295,9838,47,"protein_coding","IPR047844"
"ENSG00000114544.17","SLC41A3","ENSG00000114544.17","solute carrier family 41 member 3",95205,25062,134,"protein_coding","IPR006667"
"ENSG00000144908.14","ALDH1L1","ENSG00000144908.14","aldehyde dehydrogenase 1 family member L1",94433,37202,201,"protein_coding","IPR001555"
"ENSG00000163884.4","KLF15","ENSG00000163884.4","KLF transcription factor 15",14774,3087,5,"protein_coding","IPR013087"
"ENSG00000163885.12","CFAP100","ENSG00000163885.12","cilia and flagella associated protein 100",41648,7011,54,"protein_coding","IPR025252"
"ENSG00000070476.15","ZXDC","ENSG00000070476.15","ZXD family zinc finger C",38291,13230,27,"protein_coding","IPR013087"
"ENSG00000159650.9","UROC1","ENSG00000159650.9","urocanate hydratase 1",36608,5999,41,"protein_coding","IPR023636"
"ENSG00000180767.11","CHST13","ENSG00000180767.11","carbohydrate sulfotransferase 13",19137,1917,3,"protein_coding","IPR005331"
"ENSG00000180697.9","C3orf22","ENSG00000180697.9","chromosome 3 open reading frame 22",31967,2729,10,"protein_coding",""
"ENSG00000197763.20","TXNRD3","ENSG00000197763.20","thioredoxin reductase 3",83346,7131,38,"protein_coding","IPR002109"
"ENSG00000159685.11","CHCHD6","ENSG00000159685.11","coiled-coil-helix-coiled-coil-helix domain containing 6",256181,6720,46,"protein_coding","IPR007964"
"ENSG00000114554.12","PLXNA1","ENSG00000114554.12","plexin A1",54697,16016,49,"protein_coding","IPR001627"
"ENSG00000214324.5","PRR23E","ENSG00000214324.5","PRR23 family member E",5055,1740,2,"protein_coding",""
"ENSG00000239620.3","PRR20G","ENSG00000239620.3","proline rich 20G",4264,1085,3,"protein_coding","IPR031439"
"ENSG00000163870.16","TPRA1","ENSG00000163870.16","transmembrane protein adipocyte associated 1",27036,20928,104,"protein_coding","IPR018781"
"ENSG00000073111.15","MCM2","ENSG00000073111.15","minichromosome maintenance complex component 2",24214,15379,76,"protein_coding",""
"ENSG00000114631.11","PODXL2","ENSG00000114631.11","podocalyxin like 2",43618,2175,8,"protein_coding","IPR013836"
"ENSG00000114626.18","ABTB1","ENSG00000114626.18","ankyrin repeat and BTB domain containing 1",7992,20501,103,"protein_coding",""
"ENSG00000074416.16","MGLL","ENSG00000074416.16","monoglyceride lipase",363129,24816,76,"protein_coding","IPR000073"
"ENSG00000187715.13","KBTBD12","ENSG00000187715.13","kelch repeat and BTB domain containing 12",72440,21999,30,"protein_coding","IPR000210"
"ENSG00000058262.11","SEC61A1","ENSG00000058262.11","SEC61 translocon subunit alpha 1",20065,71946,208,"protein_coding","IPR002208"
"ENSG00000175792.12","RUVBL1","ENSG00000175792.12","RuvB like AAA ATPase 1",89137,11944,42,"protein_coding",""
"ENSG00000132394.11","EEFSEC","ENSG00000132394.11","eukaryotic elongation factor, selenocysteine-tRNA specific",255166,5449,17,"protein_coding","IPR000795"
"ENSG00000179407.4","DNAJB8","ENSG00000179407.4","DnaJ heat shock protein family (Hsp40) member B8",4532,5477,5,"protein_coding","IPR001623"
"ENSG00000179348.13","GATA2","ENSG00000179348.13","GATA binding protein 2",13775,21503,53,"protein_coding","IPR000679"
"ENSG00000163902.12","RPN1","ENSG00000163902.12","ribophorin I",61107,7942,38,"protein_coding","IPR007676"
"ENSG00000075785.14","RAB7A","ENSG00000075785.14","RAB7A, member RAS oncogene family",132274,31421,94,"protein_coding","IPR001806"
"ENSG00000177646.20","ACAD9","ENSG00000177646.20","acyl-CoA dehydrogenase family member 9",44408,73163,428,"protein_coding",""
"ENSG00000114656.13","CFAP92","ENSG00000114656.13","cilia and flagella associated protein 92 (putative)",92825,19908,61,"protein_coding","IPR027876"
"ENSG00000114654.8","EFCC1","ENSG00000114654.8","EF-hand and coiled-coil domain containing 1",39439,7673,22,"protein_coding","IPR002048"
"ENSG00000169704.5","GP9","ENSG00000169704.5","glycoprotein IX platelet",1628,877,3,"protein_coding","IPR000372"
"ENSG00000172780.17","RAB43","ENSG00000172780.17","RAB43, member RAS oncogene family",35233,24303,29,"protein_coding","IPR001806"
"ENSG00000261796.1","ISY1-RAB43","ENSG00000261796.1","ISY1-RAB43 readthrough",73462,4868,13,"protein_coding","IPR009360"
"ENSG00000240682.10","ISY1","ENSG00000240682.10","ISY1 splicing factor homolog",33649,9656,57,"protein_coding","IPR009360"
"ENSG00000169714.17","CNBP","ENSG00000169714.17","CCHC-type zinc finger nucleic acid binding protein",16096,14459,45,"protein_coding","IPR001878"
"ENSG00000181789.14","COPG1","ENSG00000181789.14","COPI coat complex subunit gamma 1",28168,11045,81,"protein_coding","IPR002553"
"ENSG00000183624.14","HMCES","ENSG00000183624.14","5-hydroxymethylcytosine binding, ES cell specific",27359,10654,47,"protein_coding","IPR003738"
"ENSG00000184897.7","H1-10","ENSG00000184897.7","H1.10 linker histone",1516,3032,2,"protein_coding","IPR005818"
"ENSG00000172771.13","EFCAB12","ENSG00000172771.13","EF-hand calcium binding domain 12",27316,11613,26,"protein_coding","IPR002048"
"ENSG00000163913.14","IFT122","ENSG00000163913.14","intraflagellar transport 122",90904,348868,2338,"protein_coding",""
"ENSG00000129071.10","MBD4","ENSG00000129071.10","methyl-CpG binding domain 4, DNA glycosylase",9233,13637,54,"protein_coding","IPR001739"
"ENSG00000163914.5","RHO","ENSG00000163914.5","rhodopsin",6706,2768,5,"protein_coding","IPR000276"
"ENSG00000178804.8","H1-8","ENSG00000178804.8","H1.8 linker histone",8293,2093,9,"protein_coding","IPR005818"
"ENSG00000004399.13","PLXND1","ENSG00000004399.13","plexin D1",51463,21114,103,"protein_coding","IPR008936"
"ENSG00000172765.19","TMCC1","ENSG00000172765.19","transmembrane and coiled-coil domain family 1",245920,39210,75,"protein_coding","IPR019394"
"ENSG00000170893.4","TRH","ENSG00000170893.4","thyrotropin releasing hormone",3248,3140,6,"protein_coding","IPR008857"
"ENSG00000251287.9","ALG1L2","ENSG00000251287.9","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2",31397,4314,36,"protein_coding","IPR001296"
"ENSG00000172752.16","COL6A5","ENSG00000172752.16","collagen type VI alpha 5 chain",139331,28697,129,"protein_coding",""
"ENSG00000206384.11","COL6A6","ENSG00000206384.11","collagen type VI alpha 6 chain",159868,13820,75,"protein_coding","IPR002035"
"ENSG00000196455.8","PIK3R4","ENSG00000196455.8","phosphoinositide-3-kinase regulatory subunit 4",67896,9696,50,"protein_coding","IPR000719"
"ENSG00000017260.20","ATP2C1","ENSG00000017260.20","ATPase secretory pathway Ca2+ transporting 1",166118,63029,429,"protein_coding","IPR001757"
"ENSG00000034533.12","ASTE1","ENSG00000034533.12","asteroid homolog 1",13775,10541,36,"protein_coding","IPR006085"
"ENSG00000114670.14","NEK11","ENSG00000114670.14","NIMA related kinase 11",323616,27150,176,"protein_coding","IPR000719"
"ENSG00000198585.12","NUDT16","ENSG00000198585.12","nudix hydrolase 16",7160,13603,9,"protein_coding","IPR000086"
"ENSG00000114686.9","MRPL3","ENSG00000114686.9","mitochondrial ribosomal protein L3",40772,9052,63,"protein_coding","IPR000597"
"ENSG00000196353.13","CPNE4","ENSG00000196353.13","copine 4",751856,27018,143,"protein_coding","IPR000008"
"ENSG00000014257.17","ACP3","ENSG00000014257.17","acid phosphatase 3",50934,9543,56,"protein_coding","IPR000560"
"ENSG00000138246.17","DNAJC13","ENSG00000138246.17","DnaJ heat shock protein family (Hsp40) member C13",121531,22339,160,"protein_coding","IPR001623"
"ENSG00000240303.8","ACAD11","ENSG00000240303.8","acyl-CoA dehydrogenase family member 11",101945,18787,111,"protein_coding","IPR002575"
"ENSG00000274810.4","NPHP3-ACAD11","ENSG00000274810.4","NPHP3-ACAD11 readthrough (NMD candidate)",164318,8479,50,"protein_coding",""
"ENSG00000129048.7","ACKR4","ENSG00000129048.7","atypical chemokine receptor 4",21698,2734,5,"protein_coding","IPR000276"
"ENSG00000081307.15","UBA5","ENSG00000081307.15","ubiquitin like modifier activating enzyme 5",25349,27452,110,"protein_coding","IPR000594"
"ENSG00000113971.21","NPHP3","ENSG00000113971.21","nephrocystin 3",41824,32588,148,"protein_coding","IPR011990"
"ENSG00000144868.14","TMEM108","ENSG00000144868.14","transmembrane protein 108",359385,19122,49,"protein_coding","IPR031508"
"ENSG00000170819.5","BFSP2","ENSG00000170819.5","beaded filament structural protein 2",75167,4172,21,"protein_coding","IPR002957"
"ENSG00000091527.17","CDV3","ENSG00000091527.17","CDV3 homolog",16576,15312,47,"protein_coding","IPR026806"
"ENSG00000163781.14","TOPBP1","ENSG00000163781.14","DNA topoisomerase II binding protein 1",64206,17317,83,"protein_coding","IPR001357"
"ENSG00000091513.16","TF","ENSG00000091513.16","transferrin",50602,32771,69,"protein_coding","IPR001156"
"ENSG00000144867.13","SRPRB","ENSG00000144867.13","SRP receptor subunit beta",41750,8884,33,"protein_coding","IPR019009"
"ENSG00000154917.11","RAB6B","ENSG00000154917.11","RAB6B, member RAS oncogene family",71648,14010,45,"protein_coding","IPR001806"
"ENSG00000174640.15","SLCO2A1","ENSG00000174640.15","solute carrier organic anion transporter family member 2A1",119484,11889,62,"protein_coding","IPR002350"
"ENSG00000163785.14","RYK","ENSG00000163785.14","receptor like tyrosine kinase",185557,14616,57,"protein_coding",""
"ENSG00000114019.15","AMOTL2","ENSG00000114019.15","angiomotin like 2",20133,24528,67,"protein_coding","IPR009114"
"ENSG00000129055.13","ANAPC13","ENSG00000129055.13","anaphase promoting complex subunit 13",9011,6586,16,"protein_coding","IPR008401"
"ENSG00000182923.20","CEP63","ENSG00000182923.20","centrosomal protein 63",102091,243593,707,"protein_coding","IPR031470"
"ENSG00000174611.12","KY","ENSG00000174611.12","kyphoscoliosis peptidase",51714,14897,51,"protein_coding","IPR002931"
"ENSG00000154928.19","EPHB1","ENSG00000154928.19","EPH receptor B1",465208,15560,70,"protein_coding","IPR000719"
"ENSG00000073711.11","PPP2R3A","ENSG00000073711.11","protein phosphatase 2 regulatory subunit B''alpha",182167,12274,52,"protein_coding","IPR002048"
"ENSG00000174579.5","MSL2","ENSG00000174579.5","MSL complex subunit 2",48325,22420,16,"protein_coding","IPR001841"
"ENSG00000114054.14","PCCB","ENSG00000114054.14","propionyl-CoA carboxylase subunit beta",87557,33028,214,"protein_coding","IPR011762"
"ENSG00000118007.13","STAG1","ENSG00000118007.13","STAG1 cohesin complex component",416168,33366,216,"protein_coding","IPR013721"
"ENSG00000168917.9","SLC35G2","ENSG00000168917.9","solute carrier family 35 member G2",37242,6363,6,"protein_coding","IPR000620"
"ENSG00000158092.7","NCK1","ENSG00000158092.7","NCK adaptor protein 1",89399,14096,39,"protein_coding","IPR000980"
"ENSG00000174564.13","IL20RB","ENSG00000174564.13","interleukin 20 receptor subunit beta",64856,6986,29,"protein_coding","IPR003961"
"ENSG00000168875.3","SOX14","ENSG00000168875.3","SRY-box transcription factor 14",2020,2020,1,"protein_coding","IPR009071"
"ENSG00000066405.13","CLDN18","ENSG00000066405.13","claudin 18",34921,8828,14,"protein_coding","IPR003928"
"ENSG00000158163.15","DZIP1L","ENSG00000158163.15","DAZ interacting zinc finger protein 1 like",53829,9681,53,"protein_coding","IPR013087"
"ENSG00000118017.4","A4GNT","ENSG00000118017.4","alpha-1,4-N-acetylglucosaminyltransferase",8678,1779,3,"protein_coding","IPR007577"
"ENSG00000138231.14","DBR1","ENSG00000138231.14","debranching RNA lariats 1",13962,21702,62,"protein_coding","IPR004843"
"ENSG00000114098.18","ARMC8","ENSG00000114098.18","armadillo repeat containing 8",111137,44810,258,"protein_coding","IPR000225"
"ENSG00000181322.15","NME9","ENSG00000181322.15","NME/NM23 family member 9",68450,10883,78,"protein_coding","IPR001564"
